Date,Site,Transect,Distance,Spp.,Height (m),DBH (cm),Seedling?,Herbivory?,Epiphytes,Species Counts,
8/24/11,ANAO N,2,17.6,FLIN,0.2,,,,,70,
8/24/11,ANAO N,2,13.6,FLIN,0.8,,,,,70,
8/24/11,ANAO N,2,13.6,FLIN,0.8,,,,,70,
8/24/11,ANAO N,2,13.1,FLIN,1.2,,,,,70,
8/24/11,ANAO N,2,4.3,FLIN,0.4,,,,,70,
8/24/11,ANAO N,2,3.5,FLIN,0.3,,,,,70,
8/24/11,ANAO N,1,26.6,GUMA,,,1,,,52,
8/24/11,ANAO N,1,10.1,GUMA,,,1,,,52,
8/24/11,ANAO N,1,6.3,GUMA,,,1,,,52,
8/24/11,ANAO N,1,5.5,GUMA,,,1,,,52,
8/24/11,ANAO N,2,33.6,GUMA,,,1,,,52,
8/24/11,ANAO N,2,32.4,GUMA,,,1,,,52,
8/24/11,ANAO N,2,32.2,GUMA,,,1,,,52,
8/24/11,ANAO N,2,30.6,GUMA,,,1,,,52,
8/24/11,ANAO N,2,24.4,GUMA,,,1,,,52,
8/24/11,ANAO N,2,23.4,GUMA,,,1,,,52,
8/24/11,ANAO N,2,22.5,GUMA,,,1,,,52,
8/24/11,ANAO N,2,18.9,GUMA,,,1,,,52,
8/24/11,ANAO N,2,17.3,GUMA,,,1,,,52,
8/24/11,ANAO N,2,16.8,GUMA,,,1,,,52,
8/24/11,ANAO N,2,10.7,GUMA,,,1,,,52,
8/24/11,ANAO N,2,10.6,GUMA,,,1,,,52,
8/24/11,ANAO N,2,9.7,GUMA,,,1,,,52,
8/24/11,ANAO N,2,8,GUMA,,,1,,,52,
8/24/11,ANAO N,1,4.9,GUMA,,,2,,,52,
8/24/11,ANAO N,2,31.8,GUMA,,,2,,,52,
8/24/11,ANAO N,2,27.9,GUMA,,,2,,,52,
8/24/11,ANAO N,2,27.5,GUMA,,,2,,,52,
8/24/11,ANAO N,2,26.1,GUMA,,,2,,,52,
8/24/11,ANAO N,2,23.6,GUMA,,,2,,,52,
8/24/11,ANAO N,2,9,GUMA,,,2,,,52,
8/24/11,ANAO N,2,26.6,GUMA,,,3,,,52,
8/24/11,ANAO N,2,18.2,GUMA,,,4,,,52,
8/24/11,ANAO N,2,27,GUMA,,,5,,,52,44
8/24/11,ANAO N,1,17.5,GUMA,2,,,,,52,
8/24/11,ANAO N,2,31.6,GUMA,2.2,,,,COGR,52,
8/24/11,ANAO N,2,30.6,GUMA,5,,,,COGR,52,
8/24/11,ANAO N,2,28.9,GUMA,5.5,,,,COGR,52,
8/24/11,ANAO N,2,18.5,GUMA,,,,,COGR,52,
8/24/11,ANAO N,2,44.4,GUMA,1.2,,,,MIMI,52,
8/24/11,ANAO N,2,23.2,GUMA,1.4,,,,MIMI,52,
8/24/11,ANAO N,2,21.9,GUMA,1.8,,,,MIMI,52,
8/24/11,ANAO N,2,20.6,GUMA,1.6,,,,MIMI,52,
8/24/11,ANAO N,2,46.7,GUMA,3.2,,,,,52,
8/24/11,ANAO N,2,43.5,GUMA,0.5,,,,,52,
8/24/11,ANAO N,2,38.5,GUMA,6.7,,,,,52,
8/24/11,ANAO N,2,33.1,GUMA,0.3,,,,,52,
8/24/11,ANAO N,2,32.5,GUMA,6.5,,,,,52,
8/24/11,ANAO N,2,27,GUMA,0.4,,,,,52,
8/24/11,ANAO N,2,25.3,GUMA,0.3,,,,,52,
8/24/11,ANAO N,2,24.1,GUMA,0.2,,,,,52,
8/24/11,ANAO N,2,23.3,GUMA,7,,,,,52,
8/24/11,ANAO N,2,21.2,GUMA,0.2,,,,,52,
8/24/11,ANAO N,2,20.9,GUMA,1.6,,,,,52,
8/24/11,ANAO N,2,19.5,GUMA,0.3,,,,,52,
8/24/11,ANAO N,2,19.1,GUMA,0.5,,,,,52,
8/24/11,ANAO N,2,3.5,GUMA,1.5,,,,,52,
8/24/11,ANAO N,2,2.1,GUMA,2.3,,,,,52,
8/24/11,ANAO N,2,11.3,Jasminum,,,1,,,5,
8/24/11,ANAO N,2,6.6,Jasminum,,,1,,,5,
8/24/11,ANAO N,2,5.8,Jasminum,,,1,,,5,
8/24/11,ANAO N,2,2.3,Jasminum,,,1,,,5,
8/24/11,ANAO N,2,4.5,Jasminum,,,2,,,5,6
8/24/11,ANAO N,2,35.3,MAOD,,,1,,,15,
8/24/11,ANAO N,2,27.8,MAOD,,,1,,,15,
8/24/11,ANAO N,2,27.6,MAOD,,,1,,,15,3
8/24/11,ANAO N,1,38.3,MAOD,9,,,,ASNI,15,
8/24/11,ANAO N,1,31.7,MAOD,2.4,,,,ASNI,15,
8/24/11,ANAO N,1,22,MAOD,4.2,,,,COGR,15,
8/24/11,ANAO N,1,38.6,MAOD,5.5,,,,,15,
8/24/11,ANAO N,1,38.6,MAOD,5,,,,,15,
8/24/11,ANAO N,1,38.3,MAOD,1,,,,,15,
8/24/11,ANAO N,1,36.4,MAOD,6,,,,,15,
8/24/11,ANAO N,2,37,MAOD,3.5,,,,FLIN,15,
8/24/11,ANAO N,2,34.9,MAOD,11,,,,,15,
8/24/11,ANAO N,2,34.6,MAOD,6,,,,,15,
8/24/11,ANAO N,2,33.2,MAOD,0.3,,,YES,,15,
8/24/11,ANAO N,2,30.1,MAOD,1,,,,,15,
8/24/11,ANAO N,2,10.6,MATH,,,1,,,2,
8/24/11,ANAO N,2,36.7,MATH,10,,,,FLIN,2,
8/24/11,ANAO N,1,48.9,MIMI,,,1,,,7,
8/24/11,ANAO N,1,46.7,MIMI,,,1,,,7,
8/24/11,ANAO N,1,49.8,MIMI,,,,,,7,
8/24/11,ANAO N,1,49.5,MIMI,,,,,,7,
8/24/11,ANAO N,1,48.1,MIMI,,,,,,7,
8/24/11,ANAO N,1,45.1,MIMI,,,,,,7,
8/24/11,ANAO N,2,23.4,MIMI,,,,,,7,
8/24/11,ANAO N,1,16.2,NEOP,,,1,,,46,
8/24/11,ANAO N,1,13.9,NEOP,,,1,,,46,
8/24/11,ANAO N,2,47.3,NEOP,,,1,,,46,
8/24/11,ANAO N,2,36,NEOP,,,1,,,46,
8/24/11,ANAO N,2,18,NEOP,,,1,,,46,
8/24/11,ANAO N,2,15.1,NEOP,,,1,,,46,
8/24/11,ANAO N,2,14.9,NEOP,,,1,,,46,
8/24/11,ANAO N,2,19.9,NEOP,,,2,,,46,
8/24/11,ANAO N,2,14.6,NEOP,,,2,,,46,
8/24/11,ANAO N,2,5.7,NEOP,,,2,,,46,
8/24/11,ANAO N,2,48.2,NEOP,,,3,,,46,
8/24/11,ANAO N,2,1,NEOP,,,4,,,46,
8/24/11,ANAO N,2,2.5,NEOP,,,5,,,46,
8/24/11,ANAO N,2,1.5,NEOP,,,5,,,46,
8/24/11,ANAO N,2,5,NEOP,,,6,,,46,
8/24/11,ANAO N,2,4,NEOP,,,6,,,46,42
8/24/11,ANAO N,1,15.9,NEOP,10,,,,,46,
8/24/11,ANAO N,2,3.8,NEOP,12,,,,Asplenium nidus,46,
8/24/11,ANAO N,2,46.9,NEOP,11,,,,Asplenium nidus (small),46,
8/24/11,ANAO N,2,41.8,NEOP,10,,,,Asplenium nidus (small),46,
8/24/11,ANAO N,2,19.1,NEOP,0.8,,,,COGR,46,
8/24/11,ANAO N,2,14,NEOP,7.5,,,,Pyrrosia,46,
8/24/11,ANAO N,2,15.3,NEOP,1.7,,,,small Asplenium nidus,46,
8/24/11,ANAO N,2,47.9,NEOP,6.4,,,,,46,
8/24/11,ANAO N,2,47.3,NEOP,9,,,,,46,
8/24/11,ANAO N,2,47.3,NEOP,0.5,,,,,46,
8/24/11,ANAO N,2,43.8,NEOP,0.8,,,,,46,
8/24/11,ANAO N,2,42.1,NEOP,1.3,,,,,46,
8/24/11,ANAO N,2,40.6,NEOP,1,,,,,46,
8/24/11,ANAO N,2,22.4,NEOP,1,,,,,46,
8/24/11,ANAO N,2,21.1,NEOP,1.8,,,,,46,
8/24/11,ANAO N,2,20.9,NEOP,7.5,,,,,46,
8/24/11,ANAO N,2,20.6,NEOP,0.4,,,,,46,
8/24/11,ANAO N,2,20.6,NEOP,1.8,,,,,46,
8/24/11,ANAO N,2,20.3,NEOP,1.3,,,,,46,
8/24/11,ANAO N,2,19.7,NEOP,1.1,,,,,46,
8/24/11,ANAO N,2,19.1,NEOP,0.5,,,,,46,
8/24/11,ANAO N,2,18.7,NEOP,0.5,,,,,46,
8/24/11,ANAO N,2,17.8,NEOP,0.5,,,,,46,
8/24/11,ANAO N,2,17.6,NEOP,1.5,,,,,46,
8/24/11,ANAO N,2,17.6,NEOP,0.3,,,,,46,
8/24/11,ANAO N,2,17.3,NEOP,1.2,,,,,46,
8/24/11,ANAO N,2,17.3,NEOP,1,,,,,46,
8/24/11,ANAO N,2,16.8,NEOP,0.6,,,,,46,
8/24/11,ANAO N,2,16.4,NEOP,1.7,,,,,46,
8/24/11,ANAO N,2,3.3,NEOP,1,,,,,46,
8/24/11,ANAO N,2,4.3,Nervillia,,,1,,,5,
8/24/11,ANAO N,2,5.5,Nervillia,,,2,,,5,
8/24/11,ANAO N,2,3.3,Nervillia,,,,,,5,
8/24/11,ANAO N,2,3.3,Nervillia,,,,,,5,
8/24/11,ANAO N,2,3.3,Nervillia,,,,,,5,
8/24/11,ANAO N,1,15.1,OCMA,,,1,,,5,
8/24/11,ANAO N,2,13.5,OCMA,0.7,,,,FLIN,5,
8/24/11,ANAO N,2,21.3,OCMA,4,,,,MIMI,5,
8/24/11,ANAO N,2,29.6,OCMA,4.9,,,,,5,
8/24/11,ANAO N,2,10.5,OCMA,1.8,,,,,5,
8/24/11,ANAO N,2,11.3,PASU,,,1,,,2,
8/24/11,ANAO N,2,25.5,PASU,,,,,,2,
8/24/11,ANAO N,1,26.7,PATE,1,,,,,10,
8/24/11,ANAO N,2,44.8,PATE,0.2,,,,,10,
8/24/11,ANAO N,2,44.4,PATE,0.3,,,,,10,
8/24/11,ANAO N,2,43.7,PATE,0.1,,,,,10,
8/24/11,ANAO N,2,43.2,PATE,0.2,,,,,10,
8/24/11,ANAO N,2,43,PATE,0.4,,,,,10,
8/24/11,ANAO N,2,42.6,PATE,0.4,,,,,10,
8/24/11,ANAO N,2,41.4,PATE,0.1,,,,,10,
8/24/11,ANAO N,2,37.6,PATE,0.2,,,,,10,
8/24/11,ANAO N,2,34.4,PATE,0.5,,,,,10,
8/24/11,ANAO N,1,46.3,POSC,0.1,,,,,11,
8/24/11,ANAO N,1,45.7,POSC,0.05,,,,,11,
8/24/11,ANAO N,1,44.7,POSC,0.05,,,,,11,
8/24/11,ANAO N,1,41.6,POSC,0.05,,,,,11,
8/24/11,ANAO N,1,41.6,POSC,0.05,,,,,11,
8/24/11,ANAO N,1,33.1,POSC,0.2,,,,,11,
8/24/11,ANAO N,1,29.3,POSC,0.05,,,,,11,
8/24/11,ANAO N,2,18.9,POSC,0.1,,,,,11,
8/24/11,ANAO N,2,18.9,POSC,0.1,,,,,12,
8/24/11,ANAO N,2,12.8,POSC,0.3,,,,,11,
8/24/11,ANAO N,2,12,POSC,0.1,,,,,10,
8/24/11,ANAO N,2,12.6,PROB,,,1,,,2,
8/24/11,ANAO N,2,6.6,PROB,10,,,,Jasminum,2,
8/24/11,ANAO N,1,9.4,PSMA,9,,,,,3,
8/24/11,ANAO N,1,43.8,PSMA?,,,1,,,3,
8/24/11,ANAO N,1,45.1,PSMA?,,,2,,,3,
8/24/11,ANAO N,1,44.3,Pteris tripartata,1.1,,,,MIMI,3,
8/24/11,ANAO N,2,11.7,Pteris tripartata,0.2,,,,,3,
8/24/11,ANAO N,1,36.1,Pyrrosia,0.05,,,,,1,
8/24/11,ANAO N,1,12.7,TAMO,11,,,,,2,
8/24/11,ANAO N,1,14.1,TAMO/MOCI?,,,1,,,2,
8/24/11,ANAO N,1,14.8,TRTR,,,1,,,10,
8/24/11,ANAO N,1,11.9,TRTR,,,1,,,10,
8/24/11,ANAO N,2,9.8,TRTR,,,1,,,10,
8/24/11,ANAO N,1,33.8,TRTR,1.1,,,,,10,
8/24/11,ANAO N,1,30.4,TRTR,0.3,,,,,10,
8/24/11,ANAO N,2,25.3,TRTR,0.4,,,,,10,
8/24/11,ANAO N,2,20.6,TRTR,0.4,,,,,10,
8/24/11,ANAO N,2,14.1,TRTR,0.2,,,,,10,
8/24/11,ANAO N,2,9.3,TRTR,0.3,,,,,10,
8/24/11,ANAO N,2,9.3,TRTR,0.3,,,,,10,
8/24/11,ANAO N,1,10.7,unknown seedling2,,,1,,,3,
8/24/11,ANAO N,1,45.4,unknown seedling2,,,2,,,3,
8/24/11,ANAO N,1,11,unknown seedling2,,,2,,,3,
8/24/11,ANAO N,1,48.5,unkown seedling,,,1,,,2,
8/24/11,ANAO N,1,44.8,unkown seedling,,,1,,,2,
8/24/11,ANAO N,1,44.7,young Pteris?,0.05,,,,,3,
7/27/11,ANAO S,1,47.9,AGMA,,,1,,,31,
7/27/11,ANAO S,1,47.5,AGMA,,,1,,,31,
7/27/11,ANAO S,1,47,AGMA,,,1,,,31,
7/27/11,ANAO S,1,45.8,AGMA,,,1,,,31,
7/27/11,ANAO S,1,42.5,AGMA,,,1,,,31,
7/27/11,ANAO S,1,40.9,AGMA,,,1,,,31,
7/27/11,ANAO S,1,15.1,AGMA,,,1,,,31,
7/27/11,ANAO S,2,36.1,AGMA,,,1,,,31,
7/27/11,ANAO S,2,34.9,AGMA,,,1,,,31,
7/27/11,ANAO S,2,25.5,AGMA,,,1,,,31,
7/27/11,ANAO S,2,23.9,AGMA,,,1,,,31,
7/27/11,ANAO S,2,23.3,AGMA,,,1,,,31,
7/27/11,ANAO S,2,22.9,AGMA,,,1,,,31,
7/27/11,ANAO S,2,5.2,AGMA,,,1,,,31,
7/27/11,ANAO S,1,46.4,AGMA,,,2,,,31,
7/27/11,ANAO S,1,34.7,AGMA,,,3,,,31,19
7/27/11,ANAO S,1,45.4,AGMA,6.2,,,,,31,
7/27/11,ANAO S,1,45.4,AGMA,8.5,,,,,31,
7/27/11,ANAO S,1,44.7,AGMA,0.2,,,,,31,
7/27/11,ANAO S,1,42.1,AGMA,5.9,,,,,31,
7/27/11,ANAO S,1,35.4,AGMA,6.5,,,,,31,
7/27/11,ANAO S,1,23,AGMA,1.5,,,,,31,
7/27/11,ANAO S,1,15.1,AGMA,5.9,,,,,31,
7/27/11,ANAO S,1,13.5,AGMA,5.8,,,,,31,
7/27/11,ANAO S,1,10.6,AGMA,2.6,,,,,31,
7/27/11,ANAO S,1,10.5,AGMA,5.2,,,,,31,
7/27/11,ANAO S,2,49.6,AGMA,1.1,,,,PASU,31,
7/27/11,ANAO S,2,48.8,AGMA,0.4,,,,,31,
7/27/11,ANAO S,2,26,AGMA,0.6,,,,,31,
7/27/11,ANAO S,2,3.3,AGMA,1,,,,,31,
7/27/11,ANAO S,2,2.6,AGMA,1.6,,,,,31,
7/27/11,ANAO S,2,48.6,Asp nid?,,,,,,1,
7/27/11,ANAO S,2,48.3,Asplenium polyodon,0.1,,,,,4,
7/27/11,ANAO S,2,17.2,Asplenium polyodon,0.3,,,,,4,
7/27/11,ANAO S,2,12.7,Asplenium polyodon,0.3,,,,,4,
7/27/11,ANAO S,2,11.6,Asplenium polyodon,0.2,,,,,4,
7/27/11,ANAO S,1,16.1,chewed OCMA,,,,,,0,
7/27/11,ANAO S,1,10.8,chewed OCMA,,,,,,0,
7/27/11,ANAO S,2,49.9,CHOD,,,1,,,2,
7/27/11,ANAO S,2,44,CHOD,,,1,,,2,
7/27/11,ANAO S,1,40.6,CYMI,2.1,,,,,4,
7/27/11,ANAO S,1,29.6,CYMI,2.2,,,,,4,
7/27/11,ANAO S,1,19.7,CYMI,1.6,,,,,4,
7/27/11,ANAO S,2,11.5,CYMI,1.5,,,,,4,
7/27/11,ANAO S,2,14.4,CYMI stump,,,,,,1,
7/27/11,ANAO S,1,3.6,CYRA,,,1,,,4,
7/27/11,ANAO S,1,1.2,CYRA,,,1,,,4,
7/27/11,ANAO S,1,3.7,CYRA,1.6,,,,,4,
7/27/11,ANAO S,2,8.6,CYRA,3.2,,,,fluffy light green moss,4,
7/27/11,ANAO S,2,39.1,dead CYMI,,,,,,,
7/27/11,ANAO S,2,13.8,dead CYMI,,,,,,,
7/27/11,ANAO S,2,20,dead CYMI log,,,,,,,
7/27/11,ANAO S,1,3.3,dead log,,,,,,,
7/27/11,ANAO S,1,12.2,dead NEOP,,,,,,,
7/27/11,ANAO S,1,7.5,dead NEOP,,,,,,,
7/27/11,ANAO S,1,43.4,dead stump,,,,,,,
7/27/11,ANAO S,1,42.2,dead stump,,,,,,,
7/27/11,ANAO S,1,42,dead stump,,,,,,,
7/27/11,ANAO S,1,15.9,dead stump,,,,,,,
7/27/11,ANAO S,1,12.2,dead stump,,,,,,,
7/27/11,ANAO S,1,8.2,dead stump,,,,,,,
7/27/11,ANAO S,1,6.4,dead stump,,,,,,,
7/27/11,ANAO S,2,22.7,dead stump,,,,,,,
7/27/11,ANAO S,2,1.7,dead stump,,,,,,,
7/27/11,ANAO S,1,39.5,dead trunk/log large,,,,,,,
7/27/11,ANAO S,1,8.4,FLIN,,,1,,,49,
7/27/11,ANAO S,1,7.2,FLIN,,,1,,,49,
7/27/11,ANAO S,1,6.1,FLIN,,,1,,,49,
7/27/11,ANAO S,2,43.8,FLIN,,,1,,,49,
7/27/11,ANAO S,2,42.9,FLIN,,,1,,,49,
7/27/11,ANAO S,2,27.9,FLIN,,,1,,,49,
7/27/11,ANAO S,2,42.3,FLIN,,,2,,,49,
7/27/11,ANAO S,2,42,FLIN,,,2,,,49,
7/27/11,ANAO S,2,39.1,FLIN,,,2,,,49,
7/27/11,ANAO S,2,23.2,FLIN,,,2,,,49,
7/27/11,ANAO S,2,42.5,FLIN,,,3,,,49,
7/27/11,ANAO S,2,42,FLIN,,,3,,,49,
7/27/11,ANAO S,2,41.5,FLIN,,,3,,,49,
7/27/11,ANAO S,1,6,FLIN,,,4,,,49,
7/27/11,ANAO S,1,5,FLIN,,,4,,,49,
7/27/11,ANAO S,1,1,FLIN,,,4,,,49,
7/27/11,ANAO S,1,1,FLIN,,,4,,,49,
7/27/11,ANAO S,1,2,FLIN,,,5,,,49,
7/27/11,ANAO S,1,0,FLIN,,,5,,,49,
7/27/11,ANAO S,2,41,FLIN,,,5,,,49,
7/27/11,ANAO S,2,40,FLIN,,,5,,,49,
7/27/11,ANAO S,1,4,FLIN,,,9,,,49,
7/27/11,ANAO S,1,3,FLIN,,,9,,,49,
7/27/11,ANAO S,1,2,FLIN,,,9,,,49,
7/27/11,ANAO S,1,3,FLIN,,,10,,,49,
7/27/11,ANAO S,1,4,FLIN,,,15,,,49,
7/27/11,ANAO S,1,5,FLIN,,,16,,,49,127
7/27/11,ANAO S,1,34.1,FLIN,0.2,,,,,49,
7/27/11,ANAO S,1,34.1,FLIN,0.2,,,,,49,
7/27/11,ANAO S,1,12,FLIN,0.2,,,,,49,
7/27/11,ANAO S,1,9.1,FLIN,0.2,,,YES,,49,
7/27/11,ANAO S,1,6.1,FLIN,0.2,,,,,49,
7/27/11,ANAO S,1,6,FLIN,0.2,,,,,49,
7/27/11,ANAO S,2,43.4,FLIN,0.2,,,,,49,
7/27/11,ANAO S,2,43.2,FLIN,0.2,,,,,49,
7/27/11,ANAO S,2,43.2,FLIN,0.2,,,,,49,
7/27/11,ANAO S,2,42.5,FLIN,0.1,,,YES,,49,
7/27/11,ANAO S,2,42.2,FLIN,0.2,,,YES,,49,
7/27/11,ANAO S,2,41.4,FLIN,0.4,,,,,49,
7/27/11,ANAO S,2,32.3,FLIN,0.3,,,,,49,
7/27/11,ANAO S,2,32.1,FLIN,0.3,,,,,49,
7/27/11,ANAO S,2,31.7,FLIN,0.3,,,,,49,
7/27/11,ANAO S,2,31.7,FLIN,0.4,,,,,49,
7/27/11,ANAO S,2,31.5,FLIN,0.5,,,,,49,
7/27/11,ANAO S,2,31.2,FLIN,0.2,,,,,49,
7/27/11,ANAO S,2,30.4,FLIN,1,,,,,49,
7/27/11,ANAO S,2,27.5,FLIN,0.4,,,,,49,
7/27/11,ANAO S,2,26.8,FLIN,0.3,,,,,49,
7/27/11,ANAO S,2,26.5,FLIN,1.2,,,,,49,
7/27/11,ANAO S,2,48.1,grass,,,,,,23,
7/27/11,ANAO S,2,34.1,grass,,,,,,23,
7/27/11,ANAO S,2,33.5,grass,0.2,,,,,23,
7/27/11,ANAO S,2,32.4,grass,,,,,,23,
7/27/11,ANAO S,2,32.1,grass,,,,,,23,
7/27/11,ANAO S,2,32.1,grass,,,,,,23,
7/27/11,ANAO S,2,32.1,grass,,,,,,23,
7/27/11,ANAO S,2,32.1,grass,,,,,,23,
7/27/11,ANAO S,2,32.1,grass,,,,,,23,
7/27/11,ANAO S,2,32.1,grass,,,,,,23,
7/27/11,ANAO S,2,31.5,grass,0.2,,,,,23,
7/27/11,ANAO S,2,31.2,grass,,,,,,23,
7/27/11,ANAO S,2,30.9,grass,,,,,,23,
7/27/11,ANAO S,2,30.9,grass,,,,,,23,
7/27/11,ANAO S,2,30.9,grass,,,,,,23,
7/27/11,ANAO S,2,30.9,grass,,,,,,23,
7/27/11,ANAO S,2,30.7,grass,,,,,,23,
7/27/11,ANAO S,2,30.7,grass,,,,,,23,
7/27/11,ANAO S,2,30.7,grass,,,,,,23,
7/27/11,ANAO S,2,30.7,grass,,,,,,23,
7/27/11,ANAO S,2,30.7,grass,,,,,,23,
7/27/11,ANAO S,2,26.8,grass,,,,,,23,
7/27/11,ANAO S,2,26.5,grass,,,,,,23,
7/27/11,ANAO S,2,35,grassy patch/jeep trail?,,,,,,,
7/27/11,ANAO S,2,26,grassy patch/jeep trail?,,,,,,,
7/27/11,ANAO S,1,44.6,GUMA,,,1,,,21,
7/27/11,ANAO S,1,22.2,GUMA,,,1,,,21,
7/27/11,ANAO S,1,21.7,GUMA,,,1,,,21,
7/27/11,ANAO S,1,21.2,GUMA,,,1,,,21,
7/27/11,ANAO S,1,9.6,GUMA,,,1,,,21,
7/27/11,ANAO S,2,35.3,GUMA,,,1,,,21,
7/27/11,ANAO S,2,0.5,GUMA,,,1,,,21,
7/27/11,ANAO S,1,20.9,GUMA,,,2,,,21,
7/27/11,ANAO S,1,20.5,GUMA,,,2,,,21,
7/27/11,ANAO S,1,21.6,GUMA,,,4,,,21,15
7/27/11,ANAO S,1,28.9,GUMA,0.5,,,,,21,
7/27/11,ANAO S,1,28.7,GUMA,0.2,,,,,21,
7/27/11,ANAO S,1,22.1,GUMA,0.2,,,,,21,
7/27/11,ANAO S,1,21.6,GUMA,4.2,,,,,21,
7/27/11,ANAO S,1,19.8,GUMA,2,,,,,21,
7/27/11,ANAO S,1,19.2,GUMA,1.5,,,,,21,
7/27/11,ANAO S,1,15.7,GUMA,1.7,,,,,21,
7/27/11,ANAO S,1,13.7,GUMA,2.1,,,,,21,
7/27/11,ANAO S,1,10.2,GUMA,2.9,,,,,21,
7/27/11,ANAO S,1,1.6,GUMA,3.5,,,,,21,
7/27/11,ANAO S,2,35.1,GUMA,3,,,,,21,
7/27/11,ANAO S,1,48.1,INBI,8.5,,,,,1,
7/27/11,ANAO S,1,26.1,MATH,,,1,,,3,
7/27/11,ANAO S,1,49.5,MATH,10,,,,,3,
7/27/11,ANAO S,1,44.3,MATH,12,,,,,3,
7/27/11,ANAO S,1,43,NEOP,,,1,,,177,
7/27/11,ANAO S,1,39.2,NEOP,,,1,,,177,
7/27/11,ANAO S,1,38.3,NEOP,,,1,,,177,
7/27/11,ANAO S,1,36.5,NEOP,,,1,,,177,
7/27/11,ANAO S,1,36.3,NEOP,,,1,,,177,
7/27/11,ANAO S,1,36.1,NEOP,,,1,,,177,
7/27/11,ANAO S,1,33.8,NEOP,,,1,,,177,
7/27/11,ANAO S,1,32,NEOP,,,1,,,177,
7/27/11,ANAO S,1,31.6,NEOP,,,1,,,177,
7/27/11,ANAO S,1,31.2,NEOP,,,1,,,177,
7/27/11,ANAO S,1,21.9,NEOP,,,1,,,177,
7/27/11,ANAO S,1,20.3,NEOP,,,1,,,177,
7/27/11,ANAO S,1,16.8,NEOP,,,1,,,177,
7/27/11,ANAO S,1,12.6,NEOP,,,1,,,177,
7/27/11,ANAO S,1,12.4,NEOP,,,1,,,177,
7/27/11,ANAO S,1,12,NEOP,,,1,,,177,
7/27/11,ANAO S,1,6.5,NEOP,,,1,,,177,
7/27/11,ANAO S,2,44.4,NEOP,,,1,,,177,
7/27/11,ANAO S,2,37.2,NEOP,,,1,,,177,
7/27/11,ANAO S,2,30.7,NEOP,,,1,,,177,
7/27/11,ANAO S,2,30.4,NEOP,,,1,,,177,
7/27/11,ANAO S,2,28.6,NEOP,,,1,,,177,
7/27/11,ANAO S,2,28.4,NEOP,,,1,,,177,
7/27/11,ANAO S,2,27.5,NEOP,,,1,,,177,
7/27/11,ANAO S,2,26.7,NEOP,,,1,,,177,
7/27/11,ANAO S,2,26.2,NEOP,,,1,,,177,
7/27/11,ANAO S,2,24,NEOP,,,1,,,177,
7/27/11,ANAO S,2,23.6,NEOP,,,1,,,177,
7/27/11,ANAO S,2,19.9,NEOP,,,1,,,177,
7/27/11,ANAO S,2,18,NEOP,,,1,,,177,
7/27/11,ANAO S,2,15.5,NEOP,,,1,,,177,
7/27/11,ANAO S,2,13.9,NEOP,,,1,,,177,
7/27/11,ANAO S,2,6.7,NEOP,,,1,,,177,
7/27/11,ANAO S,2,0.4,NEOP,,,1,,,177,
7/27/11,ANAO S,1,44.4,NEOP,,,2,,,177,
7/27/11,ANAO S,1,40.3,NEOP,,,2,,,177,
7/27/11,ANAO S,1,32,NEOP,,,2,,,177,
7/27/11,ANAO S,1,30.8,NEOP,,,2,,,177,
7/27/11,ANAO S,1,27.5,NEOP,,,2,,,177,
7/27/11,ANAO S,1,27,NEOP,,,2,,,177,
7/27/11,ANAO S,1,16.1,NEOP,,,2,,,177,
7/27/11,ANAO S,1,15.8,NEOP,,,2,,,177,
7/27/11,ANAO S,1,13.8,NEOP,,,2,,,177,
7/27/11,ANAO S,1,13.4,NEOP,,,2,,,177,
7/27/11,ANAO S,1,6.9,NEOP,,,2,,,177,
7/27/11,ANAO S,1,5,NEOP,,,2,,,177,
7/27/11,ANAO S,1,4.4,NEOP,,,2,,,177,
7/27/11,ANAO S,2,42.7,NEOP,,,2,,,177,
7/27/11,ANAO S,2,40.9,NEOP,,,2,,,177,
7/27/11,ANAO S,2,39,NEOP,,,2,,,177,
7/27/11,ANAO S,2,38.2,NEOP,,,2,,,177,
7/27/11,ANAO S,2,32.1,NEOP,,,2,,,177,
7/27/11,ANAO S,2,28.9,NEOP,,,2,,,177,
7/27/11,ANAO S,2,27.8,NEOP,,,2,,,177,
7/27/11,ANAO S,2,24.4,NEOP,,,2,,,177,
7/27/11,ANAO S,2,23.8,NEOP,,,2,,,177,
7/27/11,ANAO S,2,19.7,NEOP,,,2,,,177,
7/27/11,ANAO S,1,33,NEOP,,,3,,,177,
7/27/11,ANAO S,1,30.4,NEOP,,,3,,,177,
7/27/11,ANAO S,1,29.6,NEOP,,,3,,,177,
7/27/11,ANAO S,1,29,NEOP,,,3,,,177,
7/27/11,ANAO S,1,25,NEOP,,,3,,,177,
7/27/11,ANAO S,1,24,NEOP,,,3,,,177,
7/27/11,ANAO S,1,23.5,NEOP,,,3,,,177,
7/27/11,ANAO S,1,14,NEOP,,,3,,,177,
7/27/11,ANAO S,1,8,NEOP,,,3,,,177,
7/27/11,ANAO S,1,7,NEOP,,,3,,,177,
7/27/11,ANAO S,1,6,NEOP,,,3,,,177,
7/27/11,ANAO S,2,45.4,NEOP,,,3,,,177,
7/27/11,ANAO S,2,41,NEOP,,,3,,,177,
7/27/11,ANAO S,2,39.5,NEOP,,,3,,,177,
